line_cd,line_sort,rr_name,line_type,enabled,last_date,line_name,line_nickname
99530,99530,2,1,,伊勢鉄道,伊勢線,
99531,99531,2,1,,伊賀鉄道,伊賀線,
99532,99532,2,1,,養老鉄道,養老線,
99601,99601,2,1,,近江鉄道,本線,
99602,99602,2,1,,近江鉄道,多賀線,
99603,99603,2,1,,近江鉄道,八日市線,
99604,99604,2,1,,信楽高原鐵道,信楽線,
99605,99605,2,1,,嵯峨野観光鉄道,嵯峨野観光線,
99606,99606,2,1,,叡山電鉄,叡山本線,
99607,99607,2,1,,叡山電鉄,鞍馬線,
99608,99608,2,1,,北近畿タンゴ鉄道,宮福線,
99609,99609,2,1,,北近畿タンゴ鉄道,宮津線,
99610,99610,2,1,,京都市交通局,烏丸線,
99611,99611,2,1,,京都市交通局,東西線,
99612,99612,3,1,,京福電気鉄道,嵐山本線,
99613,99613,3,1,,京福電気鉄道,北野線,
99614,99614,2,1,,北大阪急行電鉄,南北線,
99615,99640,2,1,,能勢電鉄,妙見線,
99616,99616,2,1,,大阪府都市開発,泉北高速鉄道線,
99617,99617,2,1,,水間鉄道,水間線,
99618,99618,3,1,,大阪市交通局,御堂筋線,
99619,99619,3,1,,大阪市交通局,谷町線,
99620,99620,3,1,,大阪市交通局,四つ橋線,
99621,99621,3,1,,大阪市交通局,中央線,
99622,99622,3,1,,大阪市交通局,千日前線,
99623,99623,3,1,,大阪市交通局,堺筋線,
99624,99624,3,1,,大阪市交通局,長堀鶴見緑地線,
99625,99625,6,1,,大阪市交通局,南港ポートタウン線,
99626,99626,5,1,,大阪高速鉄道,大阪モノレール線,
99627,99627,5,1,,大阪高速鉄道,国際文化公園都市モノレール線,彩都線
99628,99628,3,1,,阪堺電気軌道,上町線,
99629,99629,3,1,,阪堺電気軌道,阪堺線,
99630,99630,2,1,,神戸高速鉄道,東西線,
99631,99631,2,1,,神戸高速鉄道,南北線,
99632,99632,2,1,,神戸電鉄,有馬線,
99633,99633,2,1,,神戸電鉄,三田線,
99634,99634,2,1,,神戸電鉄,公園都市線,
99635,99635,2,1,,神戸電鉄,粟生線,
99636,99636,2,1,,北神急行電鉄,北神線,
99637,99637,2,1,,山陽電気鉄道,本線,
99638,99638,2,1,,山陽電気鉄道,網干線,
99640,99640,2,1,,能勢電鉄,日生線,
99642,99642,2,1,,三木鉄道,三木線,
99643,99643,2,1,,北条鉄道,北条線,
99644,99644,2,1,,智頭急行,智頭線,
99645,99645,2,1,,神戸市交通局,西神線,
99646,99646,2,1,,神戸市交通局,山手線,
99647,99647,2,1,,神戸市交通局,海岸線,夢かもめ
99648,99648,6,1,,神戸新交通,ポートアイランド線,ポートライナー
99649,99649,6,1,,神戸新交通,六甲アイランド線,六甲ライナー
99650,99650,2,1,,紀州鉄道,紀州鉄道線,
99651,99651,2,1,,和歌山電鐵,貴志川線,
99652,99624,3,1,,大阪市交通局,今里筋線,
99701,99701,2,1,,若桜鉄道,若桜線,
99702,99702,2,1,,一畑電車,北松江線,
99703,99703,2,1,,一畑電車,大社線,
99704,99704,2,1,,水島臨海鉄道,水島本線,
99705,99705,2,1,,井原鉄道,井原線,
99706,99706,3,1,,岡山電気軌道,東山本線,
99707,99707,3,1,,岡山電気軌道,清輝橋線,
99708,99708,4,1,,スカイレールサービス,広島短距離交通瀬野線,
99709,99709,6,1,,広島高速交通,広島新交通１号線,アストラムライン
99710,99710,3,1,,広島電鉄,広電１系統(宇品線),
99711,99711,3,1,,広島電鉄,広電２系統(宮島線),
99712,99712,3,1,,広島電鉄,広電３系統(己斐線),
99713,99713,3,1,,広島電鉄,広電５系統(比治山線),
99714,99714,3,1,,広島電鉄,広電６系統(江波線),
99715,99715,3,1,,広島電鉄,広電７系統(都心線),
99716,99716,3,1,,広島電鉄,広電８系統(横川線),
99717,99717,3,1,,広島電鉄,広電９系統(白島線),
99718,99718,2,1,,錦川鉄道,錦川清流線,
99801,99801,2,1,,阿佐海岸鉄道,阿佐東線,
99802,99802,2,1,,高松琴平電気鉄道,琴平線,
99803,99803,2,1,,高松琴平電気鉄道,長尾線,
99804,99804,2,1,,高松琴平電気鉄道,志度線,
99805,99805,2,1,,伊予鉄道,郡中線,
99806,99806,2,1,,伊予鉄道,高浜線,
99807,99807,2,1,,伊予鉄道,横河原線,
99808,99808,3,1,,伊予鉄道,１系統(環状線),
99809,99809,3,1,,伊予鉄道,２系統(環状線),
99810,99810,3,1,,伊予鉄道,３系統(市駅線),
99811,99811,3,1,,伊予鉄道,５系統(松山駅前線),
99812,99812,3,1,,伊予鉄道,６系統(本町線),
99814,99814,2,1,,土佐くろしお鉄道,中村線,
99815,99815,2,1,,土佐くろしお鉄道,宿毛線,
99816,99816,2,1,,土佐くろしお鉄道,阿佐線,ごめん・なはり線
99817,99817,3,1,,土佐電気鉄道,ごめん線,
99818,99818,3,1,,土佐電気鉄道,伊野線,
99819,99819,3,1,,土佐電気鉄道,桟橋線,
99901,99901,2,1,,甘木鉄道,甘木線,
99902,99902,2,1,,平成筑豊鉄道,伊田線,
99903,99903,2,1,,平成筑豊鉄道,糸田線,
99904,99904,2,1,,平成筑豊鉄道,田川線,
99905,99905,2,1,,福岡市交通局,空港線,
99906,99906,2,1,,福岡市交通局,箱崎線,
99907,99907,2,1,,福岡市交通局,七隈線,
99908,99908,5,1,,北九州高速鉄道,小倉線,北九州モノレール
99909,99909,3,1,,筑豊電気鉄道,筑豊電気鉄道,
99910,99910,2,1,,松浦鉄道,西九州線(有田〜伊万里),
99911,99911,2,1,,松浦鉄道,西九州線(伊万里〜佐世保),
99912,99912,2,1,,島原鉄道,島原鉄道,
99913,99913,3,1,,長崎電気軌道,長崎電軌１系統,
99914,99914,3,1,,長崎電気軌道,長崎電軌３系統,
99915,99915,3,1,,長崎電気軌道,長崎電軌４系統,
99916,99916,3,1,,長崎電気軌道,長崎電軌５系統,
99917,99917,2,1,,熊本電気鉄道,熊本電鉄本線?,
99918,99918,2,1,,熊本電気鉄道,熊本電鉄上熊本線?,
99919,99919,2,1,,南阿蘇鉄道,高森線,
99920,99920,2,1,,くま川鉄道,湯前線,
99921,99921,2,1,,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,
99922,99922,3,1,,熊本市交通局,熊本市電Ａ系統,
99923,99923,3,1,,熊本市交通局,熊本市電Ｂ系統,
99925,99925,3,1,,鹿児島市交通局,鹿児島市電１系統,
99926,99926,3,1,,鹿児島市交通局,鹿児島市電２系統,
99927,99927,5,1,,沖縄都市モノレール,沖縄都市モノレール線,ゆいレール
99928,99904,2,1,,平成筑豊鉄道,門司港レトロ観光線,
