日本の鉄道路線一覧,2011年7月1日時点のデータ,,,,,,最終更新　2011年10月16日
総合計,27443.0,,,,,27443.0,
会社名,距離(km),種別,線名,区間,,距離(km),備考
,,軌道,富山都心線,丸の内,西町,0.9,軌道運送事業　軌道整備事業者は富山市
富山ライトレール,7.6,,,,,,
,,軌道,富山港線,富山駅北,奥田中学校前,1.1,
,,軌道,富山港線(1),奥田中学校前,岩瀬浜,6.5,鉄道事業法
黒部峡谷鉄道,20.1,,,,,,
,,,本線,宇奈月,欅平,20.1,
万葉線,12.8,,,,,,
,,軌道,新湊港線,越ノ潟,六渡寺,4.9,鉄道事業法
,,軌道,高岡軌道線,高岡駅前,六渡寺,7.9,
立山黒部貫光,5.8,,,,,,
,,鋼索,鋼索線,黒部湖,黒部平,0.8,
,,鋼索,鋼索線(1),立山,美女平,1.3,
,,無軌,無軌条電車線,室堂,大観峰,3.7,
北陸鉄道,20.6,,,,,,
,,,浅野川線,北鉄金沢,内灘,6.8,
,,,石川線,野町,鶴来,13.8,
のと鉄道,28.0,,,,,,
,,,七尾線,七尾,和倉温泉,,第２種　第１種は西日本旅客鉄道　距離合計から除外（距離5.1km）
,,,七尾線(1),和倉温泉,穴水,28.0,第２種　第３種は西日本旅客鉄道
福井鉄道,21.4,,,,,,
,,軌道,福武線,越前武生,鉄軌分界点,18.1,鉄道事業法
,,軌道,福武線(1),鉄軌分界点,田原町,2.8,
,,軌道,福武線(2),市役所前,福井駅前,0.5,
えちぜん鉄道,53.0,,,,,,
,,,勝山永平寺線,福井,勝山,27.8,
,,,三国芦原線,福井口,三国港,25.2,
近江鉄道,59.5,,,,,,
,,,本線,米原,貴生川,47.7,
,,,多賀線,高宮,多賀大社前,2.5,
,,,八日市線,八日市,近江八幡,9.3,
信楽高原鐵道,14.7,,,,,,
,,,信楽線,貴生川,信楽,14.7,
比叡山鉄道,2.0,,,,,,
,,鋼索,比叡山鉄道線,ケーブル坂本,ケーブル延暦寺,2.0,
京福電気鉄道,12.3,,,,,,
,,鋼索,鋼索線,ケーブル八瀬,ケーブル比叡,1.3,
,,軌道,嵐山本線,四条大宮,嵐山,7.2,
,,軌道,北野線,北野白梅町,帷子ノ辻,3.8,
北近畿タンゴ鉄道,114.0,,,,,,
,,,宮福線,宮津,福知山,30.4,
,,,宮津線,西舞鶴,豊岡,83.6,
嵯峨野観光鉄道,7.3,,,,,,
,,,嵯峨野観光線,トロッコ嵯峨,トロッコ亀岡,7.3,第２種　第１種は西日本旅客鉄道
叡山電鉄,14.4,,,,,,
,,,叡山本線,出町柳,八瀬比叡山口,5.6,
,,,鞍馬線,宝ヶ池,鞍馬,8.8,
丹後海陸交通,0.4,,,,,,
,,鋼索,天橋立鋼索鉄道,府中,傘松,0.4,
京都市交通局,31.2,,,,,,
,,,烏丸線,国際会館,竹田,13.7,
,,,東西線,六地蔵,太秦天神川,17.5,
鞍馬寺,0.2,,,,,,
,,鋼索,鞍馬寺鋼索鉄道,山門,多宝塔,0.2,
近畿日本鉄道,508.1,,,,,,
,,,大阪線,大阪上本町,伊勢中川,108.9,
,,,難波線,大阪上本町,大阪難波,2.0,
,,,山田線,伊勢中川,宇治山田,28.3,
,,,奈良線,布施,近鉄奈良,26.7,
,,,けいはんな線,長田,鉄軌分界点,5.1,軌道法
,,,けいはんな線(1),鉄軌分界点,生駒,5.1,
,,,けいはんは線(2),生駒,学研奈良登美ヶ丘,8.6,第２種　第３種は奈良生駒高速鉄道
,,,橿原線,大和西大寺,橿原神宮前,23.8,
,,,天理線,平端,天理,4.5,
,,,信貴線,河内山本,信貴山口,2.8,
,,,南大阪線,大阪阿部野橋,橿原神宮前,39.7,
,,,吉野線,橿原神宮前,吉野,25.2
,,,長野線,古市,河内長野,12.5
,,,京都線,京都,大和西大寺,34.6
,,,生駒線,王寺,生駒,12.4
,,,田原本線,西田原本,新王寺,10.1
,,,道明寺線,道明寺,柏原,2.2
,,,御所線,尺土,近鉄御所,5.2
,,,名古屋線,伊勢中川,近鉄名古屋,78.8
,,,鈴鹿線,伊勢若松,平田町,8.2
,,,湯の山線,近鉄四日市,湯の山温泉,15.4
,,,内部線,近鉄四日市,内部,5.7
,,,八王子線,日永,西日野,1.3
,,,志摩線,鳥羽,賢島,24.5
,,,鳥羽線,宇治山田,鳥羽,13.2
,,鋼索,生駒鋼索線,鳥居前,生駒山上,2.0
,,鋼索,西信貴鋼索線,信貴山口,高安山,1.3
京阪電気鉄道,91.1,,,,,,
,,,交野線,枚方市,私市,6.9,
,,,京阪本線,淀屋橋,東福寺,46.1,
,,,京阪本線(1),東福寺,三条,3.2,軌道法
,,,宇治線,中書島,宇治,7.6,
,,,鴨東線,三条,出町柳,2.3,
,,,中之島線,中之島,天満橋,3.0,第２種　第３種は中之島高速鉄道
,,鋼索,鋼索線,八幡市,男山山上,0.4,
,,,京津線,御陵,浜大津,7.5,軌道法
,,,石山坂本線,石山寺,坂本,14.1,軌道法
阪急電鉄,138.4,,,,,,
,,,京都線,十三,河原町,45.3,
,,,千里線,天神橋筋六丁目,北千里,13.6,
,,,嵐山線,桂,嵐山,4.1,
,,,神戸線,梅田,三宮,32.3,
,,,今津線,宝塚,今津,9.3,
,,,伊丹線,塚口,伊丹,3.1,
,,,甲陽線,夙川,甲陽園,2.2,
,,,宝塚線,梅田,宝塚,24.5,
,,,箕面線,石橋,箕面,4.0,
,,,神戸高速線,三宮,新開地,,第２種　第３種は神戸高速鉄道　距離合計から除外（距離2.8km）
阪神電気鉄道,43.9,,,,,,
,,,本線,元町,梅田,32.1,
,,,阪神なんば線,尼崎,西九条,6.3,
,,,阪神なんば線(1),西九条,大阪難波,3.8,第２種　第３種は西大阪高速鉄道
,,,武庫川線,武庫川,武庫川団地前,1.7,
,,,神戸高速線,元町,西代,,第２種　第３種は神戸高速鉄道　距離合計から除外（距離5.0km）
南海電気鉄道,154.8,,,,,,
,,,南海本線,難波,和歌山市,64.2,
,,,高師浜線,羽衣,高師浜,1.5,
,,,空港線,泉佐野,りんくうタウン,1.9,
,,,空港線(1),りんくうタウン,関西空港,6.9,第２種　第３種は関西国際空港
,,,多奈川線,みさき公園,多奈川,2.6,
,,,加太線,紀ノ川,加太,9.6,
,,,和歌山港線,和歌山市,県社分界点,0.8,
,,,和歌山港線(1),県社分界点,和歌山港,2.0,第２種　第３種は和歌山県
,,,高野線,汐見橋,極楽橋,64.5,
,,鋼索,鋼索線,極楽橋,高野山,0.8,
北大阪急行,5.9,,,,,,
,,,南北線,江坂,千里中央,5.9,
大阪府都市開発,14.3,,,,,,
,,,泉北高速鉄道線,中百舌鳥,和泉中央,14.3,
水間鉄道,5.5,,,,,,
,,,水間線,貝塚,水間観音,5.5,
阪堺電気軌道,18.7,,,,,,
,,軌道,阪堺線,恵美須町,浜寺駅前,14.1,
,,軌道,上町線,天王寺駅前,住吉公園,4.6,
大阪高速鉄道,28.0,,,,,,
,,跨座,大阪モノレール線,大阪空港,門真市,21.2,軌道法
,,跨座,国際文化公園都市モノレール線（彩都線）,万博記念公園,彩都西,6.8,軌道法
大阪市交通局,137.8,,,,,,
,,,１号線（御堂筋線）,江坂,中百舌鳥,24.5,軌道法
,,,２号線（谷町線）,大日,八尾南,28.1,軌道法
,,,３号線（四つ橋線）,西梅田,住之江公園,11.4,軌道法
,,,４号線（中央線）,大阪港,長田,15.5,軌道法
,,,４号線（中央線）(1),大阪港,コスモスクエア,2.4,第２種　第３種は大阪港トランスポートシステム
,,,５号線（千日前線）,野田阪神,南巽,12.6,軌道法
,,,６号線（堺筋線）,天神橋筋六丁目,天下茶屋,8.5,軌道法
,,,７号線（長堀鶴見緑地線）,大正,門真南,15.0,軌道法
,,,８号線（今里筋線）,井高野,今里,11.9,軌道法
,,案内,南港ポートタウン線,中ふ頭,フェリーターミナル,2.7,
,,案内,南港ポートタウン線(1),フェリーターミナル,住之江公園,3.9,軌道法
,,案内,南港ポートタウン線(2),コスモスクエア,トレードセンター前,0.6,第２種　第３種は大阪港トランスポートシステム
,,案内,南港ポートタウン線(3),トレードセンター前,中ふ頭,0.7,軌道法
和歌山電鐵,14.3,,,,,,
,,,貴志川線,和歌山,貴志,14.3,
紀州鉄道,2.7,,,,,,
,,,紀州鉄道線,御坊,西御坊,2.7,
神戸電鉄,69.2,,,,,,
,,,有馬線,湊川,有馬温泉,22.5,
,,,三田線,有馬口,三田,12.0,
,,,公園都市線,横山,ウッディタウン中央,5.5,
,,,粟生線,鈴蘭台,粟生,29.2,
,,,神戸高速線,新開地,湊川,,第２種　第３種は神戸高速鉄道　距離合計から除外（距離0.4km）
山陽電気鉄道,63.2,,,,,,
,,,本線,西代,山陽姫路,54.7,
,,,網干線,飾磨,山陽網干,8.5,
能勢電鉄,15.4,,,,,,
,,,妙見線,川西能勢口,妙見口,12.2,
,,,日生線,山下,日生中央,2.6,
,,鋼索,（なし）,黒川,ケーブル山上,0.6,
神戸高速鉄道,7.6,,,,,,
,,,東西線,西代,三宮,5.7,第３種
,,,東西線(1),高速神戸,元町,1.5,第３種
,,,南北線,新開地,湊川,0.4,第３種
北神急行,7.5,,,,,,
,,,北神線,新神戸,谷上,7.5,第２種　第３種は神戸高速鉄道
北条鉄道,13.6,,,,,,
,,,北条線,粟生,北条町,13.6,
神戸新交通,15.3,,,,,,
,,案内,ポートアイランド線,三宮,ポートターミナル,1.8,軌道法
,,案内,ポートアイランド線(1),ポートターミナル,中公園,1.0,
,,案内,ポートアイランド線(2),中公園,神戸空港,5.4,軌道法
,,案内,ポートアイランド線(3),市民広場,南公園,0.6,軌道法
,,案内,ポートアイランド線(4),南公園,中公園,2.0,
,,案内,六甲アイランド線,住吉,南魚崎,2.0,軌道法
,,案内,六甲アイランド線(1),南魚崎,アイランド北口,1.5,
,,案内,六甲アイランド線(2),アイランド北口,マリンパーク,1.0,軌道法
六甲摩耶鉄道,1.7,,,,,,
,,鋼索,六甲ケーブル線,六甲ケーブル下,六甲山上,1.7,
神戸市交通局,30.6,,,,,,
,,,西神延伸線,名谷,西神中央,9.4,
,,,西神線,名谷,新長田,5.7,
,,,山手線,新長田,新神戸,7.6,
,,,海岸線,三宮・花時計前,新長田,7.9,
神戸市都市整備公社,0.9,,,,,,
,,鋼索,摩耶ケーブル線,摩耶ケーブル,虹,0.9,
水島臨海鉄道,10.4,,,,,,
,,,水島本線,倉敷市,三菱自工前,10.4,
岡山電気軌道,4.7,,,,,,
,,軌道,東山本線,岡山駅前,東山,3.1,
,,軌道,清輝橋線,柳川,清輝橋,1.6,
井原鉄道,38.3,,,,,,
,,,井原線,総社,清音,,第２種　第１種は西日本旅客鉄道　距離合計から除外（距離3.4km）
,,,井原線(1),清音,神辺,38.3,
広島電鉄,35.1,,,,,,
,,軌道,宮島線,広電西広島（己斐）,広電宮島口,16.1,鉄道事業法
,,軌道,本線,広島駅前,広電西広島（己斐）,5.4,
,,軌道,宇品線,紙屋町,広島港,5.9,
,,軌道,江波線,土橋,江波,2.6,
,,軌道,横川線,十日市町,横川駅,1.4,
,,軌道,皆実線,的場町,皆実町六丁目,2.5,
,,軌道,白島線,八丁堀,白島,1.2,
広島高速交通,18.4,,,,,,
,,案内,広島新交通１号線,本通,県庁前,0.3,
,,案内,広島新交通１号線(1),県庁前,広域公園前,18.1,軌道法
スカイレールサービス,1.3,,,,,,
,,懸垂,広島短距離交通瀬野線,みどり口,みどり中央,1.3,軌道法
錦川鉄道,32.7,,,,,,
,,,錦川清流線,川西,錦町,32.7,
智頭急行,56.1,,,,,,
,,,智頭線,上郡,智頭,56.1,
若桜鉄道,19.2,,,,,,
,,,若桜線,郡家,若桜,19.2,第２種　第３種は若桜町・八頭町
一畑電車,42.2,,,,,,
,,,北松江線,電鉄出雲市,松江しんじ湖温泉,33.9,
,,,大社線,川跡,出雲大社前,8.3,
高松琴平電気鉄道,60.0,,,,,,
,,,琴平線,高松築港,琴電琴平,32.9,
,,,志度線,瓦町,琴電志度,12.5,
,,,長尾線,瓦町,長尾,14.6,
四国ケーブル,0.7,,,,,,
,,鋼索,（なし）,八栗登山口,八栗山上,0.7,
伊予鉄道,43.5,,,,,,
,,,高浜線,高浜,松山市,9.4,
,,,横河原線,松山市,横河原,13.2,
,,,郡中線,松山市,郡中港,11.3,
,,軌道,城北線,古町,平和通一丁目,2.7,鉄道事業法
,,軌道,城南線,道後温泉,西堀端,3.5,
,,軌道,城南線(1),平和通１丁目,上一万,0.1,
,,軌道,本町線,西堀端,本町６丁目,1.5,
,,軌道,大手町線,西堀端,松山駅前,0.6,
,,軌道,大手町線(1),古町,松山駅前,0.8,
,,軌道,花園線,松山市駅前,南堀端,0.4,
阿佐海岸鉄道,8.5,,,,,,
,,,阿佐東線,海部,甲浦,8.5,
土佐くろしお鉄道,109.3,,,,,,
,,,中村線,窪川,中村,43.0,
,,,宿毛線,宿毛,中村,23.6,
,,,阿佐線,後免,奈半利,42.7,
土佐電気鉄道,25.3,,,,,,
,,軌道,伊野線,はりまや橋,伊野,11.2,
,,軌道,後免線,はりまや橋,後免町,10.9,
,,軌道,駅前線,はりまや橋,高知駅前,0.8,
,,軌道,桟橋線,はりまや橋,桟橋通五丁目,2.4,
西日本鉄道,106.1,,,,,,
,,,天神大牟田線,西鉄福岡（天神）,大牟田,74.8,
,,,太宰府線,西鉄二日市,太宰府,2.4,
,,,貝塚線,貝塚,西鉄新宮,11.0,
,,,甘木線,甘木,宮の陣,17.9,
筑豊電気鉄道,16.0,,,,,,
,,軌道,（なし）,黒崎駅前,熊西,0.6,鉄道事業法　第２種　第３種は西日本鉄道
,,軌道,（なし）(1),熊西,筑豊直方,15.4,鉄道事業法
平成筑豊鉄道,51.3,,,,,,
,,,伊田線,直方,田川伊田,16.1,
,,,糸田線,金田,田川後藤寺,6.8,
,,,田川線,行橋,田川伊田,26.3,
,,,門司港レトロ観光線,九州鉄道記念館,関門海峡めかり,2.1,第２種　第３種は北九州市
帆柱ケーブル,1.1,,,,,,
,,鋼索,（なし）,山麓,山上,1.1,
甘木鉄道,13.7,,,,,,
,,,甘木線,基山,甘木,13.7,
北九州高速鉄道,8.8,,,,,,
,,跨座,小倉線,小倉,企救丘,8.8,軌道法
福岡市交通局,29.8,,,,,,
,,,１号線（空港線）,姪浜,福岡空港,13.1,
,,,２号線（箱崎線）,中洲川端,貝塚,4.7,
,,,３号線（七隈線）,橋本,天神南,12.0,
松浦鉄道,93.8,,,,,,
,,,西九州線,有田,佐世保,93.8,
島原鉄道,43.2,,,,,,
,,,島原鉄道線,諫早,島原外港,43.2,
長崎電気軌道,11.5,,,,,
,,軌道,赤迫支線,赤迫,住吉,0.3
,,軌道,本線,住吉,正覚寺下,7.0
,,軌道,桜町支線,長崎駅前,公会堂前,0.9
,,軌道,大浦支線,築町,石橋,1.1
,,軌道,蛍茶屋支線,西浜町,蛍茶屋,2.2
肥薩おれんじ鉄道,116.9,,,,,
,,,肥薩おれんじ鉄道線,八代,川内,116.9
熊本電気鉄道,13.1,,,,,
,,,菊池線,上熊本,御代志,10.8
,,,藤崎線,北熊本,藤崎宮前,2.3
南阿蘇鉄道,17.7,,,,,
,,,高森線,立野,高森,17.7
くま川鉄道,24.8,,,,,
,,,湯前線,人吉温泉,湯前,24.8
熊本市交通局,12.1,,,,,
,,軌道,幹線,熊本駅前,水道町,3.3,
,,軌道,水前寺線,水道町,水前寺公園,2.4,
,,軌道,健軍線,水前寺公園,健軍町,3.0,
,,軌道,上熊本線,辛島町,上熊本駅前,2.9,
,,軌道,田崎線,熊本駅前,田崎橋,0.5,
岡本製作所,0.3,,,,,,
,,鋼索,別府ラクテンチケーブル線,雲泉寺,乙原,0.3,
鹿児島市交通局,13.1,,,,,,
,,軌道,第一期線,武之橋,鹿児島駅前,3.0,
,,軌道,第二期線,高見馬場,鹿児島中央駅前,0.9,
,,軌道,谷山線,武之橋,谷山,6.4,
,,軌道,唐湊線,鹿児島中央駅前,郡元,2.8,
沖縄都市モノレール,12.9,,,,,,
,,跨座,沖縄都市モノレール線,那覇空港,首里,12.9,軌道法

＜休止・運休中路線＞,,,,,,,
なし
