11      JR
21      東武鉄道（東武）
22      西武鉄道（西武）
23      京成電鉄（京成）
24      京王電鉄（京王）
25      小田急電鉄（小田急）
26      東京急行電鉄（東急）
27      京浜急行電鉄（京急）
28      東京地下鉄（東京メトロ）
29      相模鉄道（相鉄）
30      名古屋鉄道（名鉄）
31      近畿日本鉄道（近鉄）
32      南海電気鉄道（南海）
33      京阪電気鉄道（京阪）
34      阪急電鉄（阪急）
35      阪神電気鉄道（阪神）
36      西日本鉄道（西鉄）
99      上記以外の鉄道
